playerId,year,school_name,conf_abbr,class,pos,g,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td
terdell-middleton-1,1975,Memphis,Ind,,RB,11,138,586,4.2,7,5,18,3.6,0,143,604,4.2,7
terdell-middleton-1,1976,Memphis,Ind,,RB,11,160,919,5.7,5,4,36,9.0,0,164,955,5.8,5
glyn-milburn-1,1988,Oklahoma,Big 8,,RB,12,8,124,15.5,1,1,4,4.0,0,9,128,14.2,1
glyn-milburn-1,1990,Stanford,Pac-10,,RB,11,152,729,4.8,2,64,632,9.9,2,216,1361,6.3,4
glyn-milburn-1,1991,Stanford,Pac-10,,RB,12,143,654,4.6,3,41,467,11.4,3,184,1121,6.1,6
glyn-milburn-1,1992,Stanford,Pac-10,,RB,12,177,851,4.8,8,37,405,10.9,2,214,1256,5.9,10
jack-mildren-1,1969,Oklahoma,Big 8,,QB,10,127,345,2.7,7,,,,,127,345,2.7,7
jack-mildren-1,1970,Oklahoma,Big 8,,QB,11,175,318,1.8,5,,,,,175,318,1.8,5
jack-mildren-1,1971,Oklahoma,Big 8,,QB,12,223,1289,5.8,20,,,,,223,1289,5.8,20
ostell-miles-1,1991,Houston,SWC,,RB,6,50,360,7.2,1,6,39,6.5,0,56,399,7.1,1
paul-miles-1,1983,Nebraska,Big 8,,RB,12,29,281,9.7,3,1,24,24.0,0,30,305,10.2,3
paul-miles-1,1984,Nebraska,Big 8,,RB,4,25,104,4.2,1,1,4,4.0,0,26,108,4.2,1
paul-miles-1,1985,Nebraska,Big 8,,RB,10,102,689,6.8,5,1,-2,-2.0,0,103,687,6.7,5
paul-miles-2,1971,Bowling Green State,MAC,,RB,10,274,1185,4.3,7,6,30,5.0,0,280,1215,4.3,7
paul-miles-2,1972,Bowling Green State,MAC,,RB,10,243,1024,4.2,7,4,31,7.8,0,247,1055,4.3,7
paul-miles-2,1973,Bowling Green State,MAC,,,10,250,1030,4.1,11,6,41,6.8,0,256,1071,4.2,11
trey-millard-1,2010,Oklahoma,Big 12,FR,RB,14,24,74,3.1,3,16,135,8.4,1,40,209,5.2,4
trey-millard-1,2011,Oklahoma,Big 12,SO,RB,13,24,169,7.0,2,13,127,9.8,1,37,296,8.0,3
trey-millard-1,2012,Oklahoma,Big 12,JR,RB,13,33,198,6.0,0,30,337,11.2,4,63,535,8.5,4
