player_id,position,games,gamestarts,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_per_g,rec_yds_per_g,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_yds_per_att,rush_yds_per_g,Component_1,Component_2,Component_3,Component_4,kmeans_pca_cluster
AndeSc00,WR,34,8,121,54,858,16.533333333333335,4,1.6000000000000003,26.53333333333333,7.5,0,0,0,0.0,0.0,-0.7789063671812166,-0.596780110384565,1.5874522806276237,-0.583933724012365,3
AndrMa00,TE,54,14,305,204,2728,13.65,24,3.95,52.650000000000006,9.175,0,0,0,0.0,0.0,1.484107419347292,-1.1597466660388445,1.6156230229150643,0.14413246073214878,3
AnguRi00,TE,27,6,22,17,155,7.25,1,0.65,6.475,6.425,0,0,0,0.0,0.0,-2.1478245847261825,-0.11382525627395322,-0.2971049412077109,-0.25007156879352865,1
ArceJJ00,WR,32,6,30,14,254,12.733333333333334,1,0.3666666666666667,7.066666666666666,6.1000000000000005,0,0,0,0.0,0.0,-1.9608413518809231,-0.23865079953911586,0.3990540820778001,-0.6585361158950502,1
ArchDr00,WR,12,0,10,7,23,3.3,0,0.6,1.9,2.3,10,40,0,4.0,3.3,-2.4293840437727976,1.8626700520962494,-1.5740277287385085,1.689341450207846,1
AromDe00,WR,61,11,190,78,1193,15.1,5,1.3199999999999998,19.56,6.5200000000000005,0,0,0,0.0,0.0,-0.6988252882615094,-0.5944565097173635,0.7661430604086913,-0.6459193218960825,3
ArriAd00,WR,5,0,12,9,110,13.4,0,3.75,43.4,9.55,0,0,0,0.0,0.0,-0.6483970678946235,-0.5548482399540525,2.4422494411992575,0.1818323808063322,3
AsiaDe00,TE,9,3,7,2,39,19.5,1,0.2,4.3,5.6,0,0,0,0.0,0.0,-2.058965635657045,-0.30295613597091603,1.4166238086826617,-1.0310763509265821,1
AtemMa00,WR,19,6,41,20,270,11.166666666666666,1,0.8666666666666667,10.833333333333334,5.533333333333334,0,0,0,0.0,0.0,-1.9471271451082781,-0.2008091198082289,0.17718489856483832,-0.2917095079686669,1
AusbDa00,WR,34,0,18,11,120,9.033333333333333,0,0.30000000000000004,3.1,6.066666666666666,1,-2,0,-0.6666666666666666,-0.06666666666666667,-2.308652694589315,-0.17095549276934782,-0.23262571857585196,-0.6533521276168577,1
AustTa00,WR,105,50,382,227,2093,9.388888888888888,15,1.9888888888888892,18.41111111111111,5.744444444444444,196,1340,10,6.511111111111111,10.266666666666667,5.843217426192317,17.254699505138888,-0.9975754029351854,-4.757118442232838,2
