player_id,position,games,gamestarts,def_int,def_int_td,pass_defended,fumbles_forced,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,qb_hits,def_targets,def_cmp,Component_1,Component_2,Component_3,kmeans_pca_cluster
McQuLe01,S,1,1,0,0.0,1.0,0.0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,-2.71302862400533,-0.27837138778755266,0.03606282644723861,0
MeekJo01,DB,38,0,0,0.0,1.0,1.0,0.0,31,22.0,9.0,0.0,0.0,0.0,0.0,-2.262808638665938,-0.39365054715538794,-0.046683733585129145,0
MeliIf00,DB,2,1,0,0.0,1.0,0.0,0.0,2,2.0,0.0,0.0,0.0,7.0,5.0,-2.693893261400538,-0.13083945157933774,0.03997958486051098,0
MeliOb00,S,7,1,0,0.0,0.0,0.0,0.0,10,9.0,1.0,0.0,0.0,1.0,1.0,-2.6568715744268507,-0.2683238334362982,0.03065493100150674,0
MeriBr99,DB,112,80,17,1.0,45.0,9.0,6.0,485,337.0,148.0,20.0,7.0,0.0,0.0,4.605994170798954,-1.6079471898989421,0.8356514944641659,1
MerrTh20,DB,15,0,0,0.0,0.0,0.0,0.0,7,7.0,0.0,0.0,0.0,0.0,0.0,-2.63174414160733,-0.3068963797275811,0.006269277992738673,0
MeteJo00,S,23,0,0,0.0,0.0,0.0,0.0,12,9.0,3.0,0.0,0.0,1.0,1.0,-2.5429957721799,-0.3000307364038683,-0.0042632064063167436,0
MiddWi20,DB,56,2,0,0.0,7.0,0.0,1.0,78,63.0,15.0,1.0,0.0,0.0,0.0,-1.827835418559519,-0.46612977101923375,0.06995013852780313,0
MiddWi98,DB,49,12,2,0.0,5.0,0.0,1.0,125,108.0,17.0,4.0,2.0,0.0,0.0,-1.3590405383817046,-0.5371724373507623,0.2966822568861866,0
MillDe00,DB,21,14,3,0.0,19.0,0.0,0.0,63,50.0,13.0,1.0,0.0,0.0,0.0,-1.8984872640596224,-0.3560834467803199,-0.32401322736195876,0
MillHa00,DB,9,2,1,0.0,1.0,0.0,0.0,13,9.0,4.0,1.0,0.0,0.0,0.0,-2.5338302936045034,-0.31323939066730555,0.008122888318830637,0
MillHa99,DB,53,0,0,0.0,2.0,0.0,0.0,58,46.0,12.0,0.0,0.0,0.0,0.0,-2.1233297648089384,-0.40780845360932344,-0.08785917740333742,0
MillJa02,S,71,57,5,1.0,43.0,1.0,1.5,311,247.0,64.0,7.0,5.0,214.0,128.0,1.7507046096863037,3.3177381836240176,0.1344681196686444,2
MillJo05,DB,12,0,0,0.0,0.0,0.0,0.0,5,4.0,1.0,0.0,0.0,3.0,2.0,-2.644061641985229,-0.23951081727109755,0.023134706008208827,0
MillJu99,DB,49,12,0,0.0,8.0,1.0,0.0,100,82.0,18.0,1.0,0.0,0.0,0.0,-1.7043193998133028,-0.45399373813223043,-0.14439067435501038,0
MitcCh01,DB,10,0,0,0.0,0.0,0.0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,-2.678167203530861,-0.29527247604498547,0.025209804066524552,0
MitcMe20,DB,54,0,0,0.0,0.0,0.0,0.0,57,52.0,5.0,0.0,0.0,0.0,0.0,-2.171066786418076,-0.4086924462599289,-0.095091841222469,0
MitcMi99,DB,145,88,11,0.0,42.0,9.0,7.5,514,379.0,135.0,13.0,22.0,12.0,10.0,5.1247833016135145,-1.4842208634283438,2.951968922551605,1
MitcTe00,DB,80,46,8,0.0,57.0,10.0,2.0,254,213.0,41.0,4.0,2.0,229.0,132.0,1.9976339761792987,3.367580559361504,-0.24477057891474094,2
MoehTr00,S,6,6,1,0.0,3.0,0.0,0.0,19,13.0,6.0,0.0,0.0,13.0,7.0,-2.4693865221397826,-0.06264215396243569,-0.027495888055490157,0
MoldAn99,DB,51,2,2,0.0,3.0,0.0,0.0,65,49.0,16.0,0.0,0.0,0.0,0.0,-1.994973162654962,-0.42018158872756944,-0.17022353799035447,0
MoldEl00,DB,6,1,0,0.0,0.0,1.0,0.0,17,12.0,5.0,1.0,0.0,9.0,5.0,-2.48034262942244,-0.16651363600164892,0.08121765939772879,0
MoorDJ99,DB,47,3,10,2.0,22.0,1.0,1.0,123,99.0,24.0,8.0,6.0,0.0,0.0,-0.14597929430903156,-0.7444250968906952,-0.26394375323622915,0
MoorJo99,DB,3,0,0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,-2.7324389361439,-0.28132248472237126,0.04156115072028836,0
MoorKa99,DB,42,13,2,0.0,8.0,2.0,0.0,115,77.0,38.0,0.0,0.0,0.0,0.0,-1.4794413332801608,-0.4896490783039341,-0.17580077858015014,0
MoorRa00,DB,64,54,9,0.0,21.0,1.0,1.0,213,180.0,33.0,5.0,1.0,0.0,0.0,-0.06729979364169877,-0.665234328752152,-0.3989543263053927,3
MoorTa00,S,48,13,0,0.0,6.0,2.0,0.0,100,73.0,27.0,1.0,0.0,50.0,33.0,-1.4331665384144516,0.5268475500471368,-0.026138771813798315,0
MoorWi99,DB,76,72,16,0.0,37.0,11.0,3.5,364,276.0,88.0,14.0,12.0,0.0,0.0,3.2313443931376473,-1.377962567379233,1.0749000439108056,3
MoreFa00,DB,68,26,6,0.0,22.0,3.0,0.0,150,103.0,47.0,3.0,1.0,165.0,109.0,0.02435712854834423,2.7161949778662438,-0.1684723104865453,2
MoreJi00,DB,32,10,1,0.0,5.0,1.0,0.5,86,65.0,21.0,2.0,3.0,104.0,75.0,-1.2717091372599938,1.7253471356754362,0.5127137010646705,0
MorgDa98,DB,30,2,0,0.0,0.0,0.0,0.0,42,40.0,2.0,3.0,1.0,0.0,0.0,-2.226100739207966,-0.38849318130063415,0.15605920848855542,0
MorrAr20,DB,51,10,1,0.0,3.0,0.0,1.5,96,73.0,23.0,4.0,0.0,0.0,0.0,-1.5433676733151764,-0.5231671866912643,0.2718565028689764,0
MortCh20,DB,15,3,1,0.0,4.0,0.0,0.0,28,23.0,5.0,0.0,0.0,0.0,0.0,-2.435669542799282,-0.3213821212792698,-0.07489553044506463,0
MottZe00,DB,10,1,0,0.0,1.0,0.0,0.0,16,8.0,8.0,0.0,0.0,0.0,0.0,-2.5782212988523106,-0.3044502884146527,0.034684587041868054,0
MoutRy99,DB,36,4,0,0.0,3.0,1.0,0.0,78,60.0,18.0,3.0,0.0,0.0,0.0,-1.9067466283761367,-0.4403906109200607,0.040555473814133824,0
MullTr00,DB,36,30,4,0.0,28.0,0.0,0.0,130,112.0,18.0,2.0,0.0,176.0,104.0,-0.6965148390316277,2.949644775763982,-0.29888949455623165,2
MundRy00,DB,96,30,6,1.0,16.0,2.0,2.0,311,217.0,94.0,9.0,2.0,0.0,0.0,1.0016470327743665,-0.9417982561306407,0.07721318145410543,3
MunnCa99,DB,154,85,12,5.0,64.0,6.0,10.0,529,421.0,108.0,22.0,16.0,73.0,48.0,6.577694362975897,-0.5001923294935463,1.149016626555171,1
MurpBy00,DB,39,31,4,1.0,26.0,1.0,2.0,163,130.0,33.0,6.0,2.0,246.0,162.0,0.4717924014388068,4.325704635918382,0.2606768437358648,2
MurpJe99,DB,38,0,1,0.0,3.0,1.0,0.0,43,34.0,9.0,2.0,0.0,0.0,0.0,-2.092471432767333,-0.4197847690577015,-0.051479639918996206,0
MurpRy00,DB,3,0,0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,-2.7324389361439,-0.28132248472237126,0.04156115072028836,0
MurrEr00,DB,77,33,2,0.0,11.0,1.0,4.0,224,164.0,60.0,8.0,7.0,142.0,99.0,0.8256439493944219,2.083150200294444,1.6434675147244222,2
MuseTa00,S,1,0,0,0.0,0.0,0.0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,-2.7373884872762315,-0.27855360484058816,0.05085819866643275,0
MyerBo21,DB,17,2,0,0.0,1.0,0.0,0.0,16,13.0,3.0,0.0,0.0,0.0,0.0,-2.5472751204531683,-0.31536517075574916,-0.007647064683850614,0
MyerLe20,DB,18,1,0,0.0,2.0,0.0,0.0,27,24.0,3.0,0.0,0.0,0.0,0.0,-2.4993913867415336,-0.3221469373782849,-0.019964880128508045,0
NakaHa99,DB,69,13,2,0.0,7.0,1.0,0.0,106,81.0,25.0,1.0,2.0,0.0,0.0,-1.3523872088892341,-0.5305157152377968,-0.039739464022648996,0
NashKe21,DB,2,0,0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,-2.7390190787822744,-0.27946483236632713,0.044410972342500396,0
NasiHa00,DB,4,2,0,0.0,0.0,0.0,0.0,4,1.0,3.0,0.0,0.0,1.0,1.0,-2.68134002963203,-0.26017602144161567,0.044373690475462114,0
NdukCh99,DB,55,31,7,0.0,19.0,2.0,7.5,260,184.0,76.0,11.0,18.0,0.0,0.0,1.6682003036047373,-1.1834422497466834,3.1865481671855505,3
NealKe01,S,55,50,2,0.0,16.0,8.0,1.0,362,260.0,102.0,17.0,4.0,91.0,70.0,1.8614518786186633,0.9549681081766872,1.0062399975523264,2
NealSi00,DB,55,1,0,0.0,1.0,3.0,1.0,75,56.0,19.0,4.0,2.0,32.0,23.0,-1.3355252058179472,0.07741004913454724,0.49079352891378636,0
NelsJo01,DB,2,1,1,0.0,1.0,0.0,0.0,9,6.0,3.0,0.0,0.0,0.0,0.0,-2.6427284922166177,-0.28977770419569177,-0.002135050267785033,0
NelsNi00,DB,12,3,0,0.0,1.0,0.0,0.0,20,10.0,10.0,0.0,0.0,30.0,18.0,-2.4301784594170885,0.2684857749734746,0.06787403226206891,0
NelsRe99,DB,181,164,38,1.0,101.0,9.0,6.5,832,618.0,214.0,24.0,24.0,22.0,15.0,9.63486887182492,-1.7737464635159905,1.0949906281851578,1
NelsSt01,DB,91,77,8,0.0,56.0,1.0,0.0,322,272.0,50.0,10.0,1.0,330.0,182.0,2.1493601945719933,5.386926582185398,-0.4815155503165123,2
NewmTe20,DB,221,205,42,3.0,183.0,8.0,2.0,879,749.0,130.0,35.0,0.0,0.0,0.0,10.007332500363628,-1.9393290396444574,-4.293469894848656,1
NewsGr00,DB,5,4,0,0.0,3.0,0.0,0.0,11,9.0,2.0,0.0,0.0,16.0,10.0,-2.562694204422956,0.028001268729544327,0.01617354976929539,0
NichDo20,DB,16,0,0,0.0,0.0,0.0,0.0,11,11.0,0.0,0.0,0.0,0.0,0.0,-2.6106752770515724,-0.3109420765720786,0.002690114196523083,0
NichMo00,S,35,26,3,0.0,7.0,0.0,0.0,126,92.0,34.0,0.0,0.0,46.0,29.0,-1.3850703483858324,0.4806113640950797,-0.17539252797164195,0
NickDo20,DB,123,7,0,0.0,1.0,0.0,1.0,114,86.0,28.0,5.0,3.0,0.0,0.0,-0.9271658048562298,-0.6842286268706264,0.4116239445421584,0
NickPa00,DB,24,3,0,0.0,1.0,0.0,0.0,27,22.0,5.0,1.0,0.0,39.0,26.0,-2.277409552019579,0.45147861028976216,0.05934443895942387,0
NixoTa00,DB,2,0,0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,-2.7390190787822744,-0.27946483236632713,0.044410972342500396,0
NolaTr99,DB,41,7,3,0.0,9.0,0.0,1.5,93,71.0,22.0,3.0,2.0,0.0,0.0,-1.4603787061113604,-0.5199530025899924,0.34007625144249204,0
NormJo01,DB,126,101,16,3.0,86.0,17.0,1.0,468,353.0,115.0,13.0,1.0,187.0,125.0,5.677747578420741,2.2623161637952323,-2.040289609355241,1
NorwTr00,DB,6,1,0,0.0,1.0,0.0,0.0,15,14.0,1.0,1.0,0.0,17.0,12.0,-2.5454969452242864,0.055271252772063836,0.07498336857669778,0
ONeaDe00,DB,132,85,34,3.0,101.0,3.0,1.0,403,351.0,52.0,6.0,0.0,0.0,0.0,3.8133225667260966,-1.1303721874167727,-3.643969688021485,3
OffoWi20,DB,47,7,2,0.0,6.0,0.0,0.0,76,59.0,17.0,2.0,0.0,0.0,0.0,-1.8379948382118796,-0.43108012102836396,-0.1460297218896078,0
OjemMi00,DB,16,11,0,0.0,6.0,4.0,0.0,62,55.0,7.0,1.0,0.0,88.0,54.0,-1.6123103753917707,1.263328178477148,0.03816870984618633,0
OkudJe00,DB,10,7,1,0.0,3.0,0.0,0.0,51,44.0,7.0,4.0,0.0,57.0,44.0,-2.0031553319344226,0.8982756058681696,0.14961500383212345,0
OlivIs00,DB,50,33,1,0.0,27.0,3.0,1.0,166,128.0,38.0,4.0,4.0,230.0,152.0,0.329206498873596,4.023080528189329,0.6062689375683972,2
OlsoEr20,DB,14,0,0,0.0,0.0,0.0,0.0,7,5.0,2.0,0.0,0.0,0.0,0.0,-2.6291471769155623,-0.3058375547879205,0.016678580105393095,0
OluoFo00,S,55,32,3,0.0,7.0,7.0,4.0,356,216.0,140.0,9.0,17.0,167.0,136.0,2.646416716912402,2.5611257841224595,3.1099331233160883,2
OruwAm00,DB,33,25,6,0.0,14.0,0.0,0.0,101,83.0,18.0,1.0,0.0,143.0,93.0,-1.0356522400124486,2.452160274233548,-0.26011461859059026,2
OwenCh99,DB,88,17,3,0.0,19.0,2.0,4.0,218,174.0,44.0,5.0,5.0,0.0,0.0,0.17718397310121586,-0.871705428569723,0.9648025566572612,3
OwusAk99,DB,18,4,0,0.0,0.0,0.0,0.0,41,27.0,14.0,0.0,0.0,0.0,0.0,-2.393298033059945,-0.3362930444212383,0.030499971503655465,0
PageDe20,DB,19,0,0,0.0,0.0,0.0,0.0,15,13.0,2.0,0.0,0.0,0.0,0.0,-2.567269019888923,-0.31950190554504804,0.0009707876463258687,0
PageJa20,DB,80,50,12,0.0,35.0,4.0,1.0,285,218.0,67.0,5.0,2.0,0.0,0.0,0.9505622841599491,-0.8453012956657366,-0.5063704886303381,3
ParkWi01,S,78,21,4,0.0,13.0,2.0,2.0,193,142.0,51.0,9.0,6.0,103.0,65.0,0.4096468770597432,1.2207911787084376,1.0218736999084548,2
PatrJo00,DB,37,5,1,0.0,4.0,1.0,1.5,68,62.0,6.0,2.0,4.0,0.0,0.0,-1.6464128689441302,-0.5272291997832311,0.6173208813071136,0
PaymKa20,DB,74,7,3,0.0,14.0,1.0,0.0,130,115.0,15.0,2.0,0.0,0.0,0.0,-1.2831025828345994,-0.5350040959697218,-0.37605060074098123,0
PaynKe99,DB,32,22,4,0.0,12.0,0.0,1.0,137,114.0,23.0,3.0,1.0,0.0,0.0,-1.2672171452858865,-0.499327527174495,0.03311348370455523,0
PeppJa00,S,61,59,4,1.0,25.0,4.0,4.5,333,224.0,109.0,21.0,13.0,176.0,117.0,3.091035614027579,2.3505057803582132,2.358625143539593,2
PeprCh20,DB,74,27,8,1.0,17.0,3.0,0.0,195,142.0,53.0,6.0,0.0,0.0,0.0,0.0014173159050500062,-0.7391470664905513,-0.7686847481393179,3
PerkAn20,DB,5,0,0,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,-2.7156564703878048,-0.2855848005565729,0.035679171932363404,0
PeteMa00,DB,91,90,31,6.0,86.0,9.0,1.0,299,249.0,50.0,6.0,2.0,254.0,155.0,4.9523426124965395,3.640720981597833,-3.699635376648327,2
PetePa00,DB,160,160,28,1.0,93.0,2.0,4.0,512,455.0,57.0,11.0,4.0,249.0,158.0,5.68093933510822,3.64723494517948,-1.5123772831583493,2
PeteWi20,DB,97,60,8,1.0,15.0,1.0,0.0,91,75.0,16.0,0.0,0.0,0.0,0.0,-0.5297180397966494,-0.6047982814121472,-1.2198422089856646,0
PhilDa02,DB,44,10,5,0.0,22.0,3.0,0.0,72,58.0,14.0,2.0,2.0,109.0,60.0,-0.936218173955454,1.49312162465817,-0.13062680782471756,0
PhilJe20,DB,96,74,11,0.0,30.0,10.0,3.0,425,339.0,86.0,16.0,10.0,0.0,0.0,3.194163338807676,-1.3736090714735456,1.0385650399699538,3
PhilKe99,DB,59,44,8,0.0,26.0,1.0,0.0,275,209.0,66.0,3.0,4.0,0.0,0.0,0.18674834473654062,-0.6675937374836609,-0.1809615937951598,3
PileWi20,DB,32,6,0,0.0,2.0,0.0,0.0,67,50.0,17.0,1.0,0.0,0.0,0.0,-2.1230707017349157,-0.38313050650376734,-0.0010199458520467643,0
PinkEr00,DB,11,0,0,0.0,0.0,0.0,0.0,3,2.0,1.0,0.0,1.0,0.0,0.0,-2.620428867123877,-0.3077613381069511,0.12858409050512265,0
PittDa99,DB,7,1,2,0.0,3.0,0.0,0.0,10,9.0,1.0,0.0,0.0,0.0,0.0,-2.5603756183394077,-0.3024596833327697,-0.08801483625466573,0
PlumAh20,DB,70,68,12,1.0,71.0,0.0,0.0,317,269.0,48.0,3.0,0.0,0.0,0.0,1.0142397206802043,-0.6434317283621599,-1.7739906116307431,3
PolaTr99,DB,158,142,32,3.0,107.0,14.0,12.0,783,583.0,200.0,56.0,12.0,0.0,0.0,10.723564132737996,-2.680094884832129,1.4205333598952625,1
PollBe20,DB,126,106,12,1.0,49.0,11.0,10.5,712,553.0,159.0,23.0,18.0,0.0,0.0,6.832020504087785,-2.091510463165463,2.9755030761693777,1
PoolBr20,DB,100,67,13,1.0,50.0,3.0,5.5,367,294.0,73.0,17.0,9.0,0.0,0.0,3.0154846360179497,-1.2683265822422949,0.8290713388106948,3
PoolWi20,DB,15,1,0,0.0,5.0,0.0,1.0,31,26.0,5.0,1.0,0.0,0.0,0.0,-2.3401523422813852,-0.3627232275844495,0.18294239625108258,0
PortTr99,DB,98,88,13,3.0,72.0,6.0,2.5,371,310.0,61.0,17.0,6.0,0.0,0.0,3.562030521119335,-1.2527617995871358,-1.0765469471812092,3
PoteHa20,DB,121,26,4,0.0,21.0,3.0,3.0,242,187.0,55.0,4.0,1.0,0.0,0.0,0.41967404342338516,-0.8947875230544906,0.1606177036187947,3
PoweJe99,DB,100,88,13,1.0,74.0,3.0,3.0,413,345.0,68.0,19.0,6.0,0.0,0.0,3.2469087815764825,-1.1499241654554873,-0.26635409630383855,3
PoyeJo00,DB,121,80,18,1.0,38.0,7.0,9.0,591,424.0,167.0,27.0,13.0,140.0,97.0,6.238837338367654,1.0302669181684294,2.531027588294463,1
PratSh00,DB,22,3,1,0.0,1.0,0.0,0.0,10,7.0,3.0,0.0,0.0,0.0,0.0,-2.491847562458027,-0.32729453121818103,-0.06628221654378318,0
PricJa00,DB,14,0,0,0.0,0.0,0.0,0.0,10,9.0,1.0,0.0,0.0,0.0,0.0,-2.622869189142596,-0.3070791744460688,0.012351833229669248,0
PridTr00,DB,14,8,0,0.0,2.0,0.0,0.0,42,27.0,15.0,1.0,0.0,41.0,29.0,-2.183490849415099,0.526681329358586,0.09955870275833394,0
ProsCh00,DB,96,18,1,0.0,7.0,1.0,1.0,171,133.0,38.0,2.0,1.0,0.0,0.0,-0.7970076993243195,-0.6515796187651149,0.0591357627394478,0
PruiEt20,DB,9,0,0,0.0,1.0,0.0,0.0,9,9.0,0.0,0.0,0.0,0.0,0.0,-2.6546930824225528,-0.29565986414853423,0.012057034650945084,0
PryoCa00,DB,46,38,2,0.0,14.0,2.0,0.5,193,132.0,61.0,7.0,2.0,0.0,0.0,-0.4212745572646882,-0.634816261599767,0.2548874660329707,0
PughJo99,DB,44,3,2,0.0,5.0,1.0,1.0,51,44.0,7.0,4.0,2.0,0.0,0.0,-1.6962443242862653,-0.5127255525658717,0.3118823636193597,0
QuinGl99,DB,159,156,24,2.0,84.0,10.0,4.0,737,580.0,157.0,25.0,6.0,42.0,28.0,7.4560263617248825,-0.9905889267754381,-0.8985298043034531,1
RambBa00,DB,43,16,4,0.0,11.0,2.0,2.0,153,106.0,47.0,7.0,7.0,0.0,0.0,-0.4023969471892989,-0.7279219907447089,1.0599364108501643,0
RamsJa00,DB,84,83,14,1.0,66.0,4.0,0.0,333,285.0,48.0,14.0,3.0,306.0,175.0,3.118569625826944,4.847457443535311,-0.8799520055662226,2
RandDa00,S,75,56,14,2.0,47.0,0.0,2.5,293,244.0,49.0,11.0,3.0,102.0,60.0,1.9057091962719555,1.0388321597560448,-0.7120763519875444,3
RappTa00,S,33,24,5,1.0,14.0,1.0,0.5,195,128.0,67.0,4.0,3.0,111.0,73.0,-0.03811841521844956,1.6144184848009338,0.08836344688762689,2
RatlKe20,DB,77,12,5,1.0,15.0,2.0,0.0,163,131.0,32.0,5.0,1.0,0.0,0.0,-0.5048732454350041,-0.6781592428009565,-0.5687622819970714,0
RaymMi00,DB,32,10,1,0.0,6.0,0.0,0.0,53,34.0,19.0,0.0,1.0,0.0,0.0,-2.0481060954592047,-0.37930292323755527,-0.01486047755781016,0
ReasKe00,DB,31,0,0,0.0,7.0,2.0,1.0,38,34.0,4.0,2.0,1.0,0.0,0.0,-1.9597374935008232,-0.4686237668834222,0.2387228481494914,0
RedmWi00,DB,31,5,0,0.0,2.0,0.0,0.0,65,47.0,18.0,1.0,2.0,29.0,20.0,-1.9458926300096742,0.2005440310957036,0.26349243092560165,0
RedwSh00,S,29,8,1,0.0,3.0,0.0,0.5,75,51.0,24.0,0.0,1.0,26.0,17.0,-1.8764968923082128,0.11352644656644265,0.1789529756922273,0
ReedD.00,DB,49,18,2,0.0,12.0,2.0,1.0,159,120.0,39.0,5.0,1.0,137.0,85.0,-0.43069940551927405,2.080019287419421,0.3701243583623344,2
ReedEd00,DB,181,174,67,7.0,143.0,11.0,6.0,668,547.0,121.0,36.0,2.0,0.0,0.0,10.789498705777524,-2.3747917808575045,-4.984063457220647,1
ReedJ.20,DB,40,4,0,0.0,4.0,0.0,0.0,73,64.0,9.0,4.0,0.0,0.0,0.0,-1.9746897665560172,-0.4197792984444951,0.021846413304642653,0
ReedKa00,DB,7,0,0,0.0,1.0,0.0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,-2.684997896910305,-0.2890619064119577,0.022630431401595694,0
ReevJa20,DB,90,36,6,1.0,45.0,2.0,0.0,211,183.0,28.0,3.0,0.0,0.0,0.0,0.11970845056710043,-0.6692361448573696,-1.2513801527558377,3
ReidDe20,DB,39,3,0,0.0,4.0,2.0,0.0,46,35.0,11.0,0.0,0.0,0.0,0.0,-2.0612968208581024,-0.42917327248908294,-0.09410343270788607,0
ReidEr00,DB,99,98,11,0.0,45.0,3.0,6.0,519,404.0,115.0,14.0,17.0,105.0,74.0,4.352767294340253,0.8088657016375439,2.3215105826168543,1
ReidJo00,DB,16,1,0,0.0,1.0,0.0,0.0,14,12.0,2.0,0.0,0.0,11.0,8.0,-2.5348185916216663,-0.07743138968617529,0.011463633495066934,0
ReidJu00,S,52,48,7,1.0,23.0,2.0,2.0,289,215.0,74.0,9.0,6.0,150.0,95.0,1.4640241341885907,2.1001382810881464,0.5771678944311497,2
ReviDa99,DB,145,142,29,3.0,139.0,4.0,2.0,496,411.0,85.0,9.0,4.0,0.0,0.0,5.473644024598404,-1.2697300519286119,-3.2766585698304502,1
ReynEd00,DB,16,10,1,0.0,2.0,0.0,1.0,64,46.0,18.0,2.0,3.0,0.0,0.0,-1.8968281784483658,-0.43478360991495385,0.5325578025104473,0
RhodKe20,DB,118,116,23,0.0,75.0,8.0,13.0,611,490.0,121.0,29.0,19.0,0.0,0.0,7.007128087332456,-2.0700499130571757,3.1968219138423004,1
RhodXa00,DB,127,120,13,2.0,88.0,3.0,0.0,437,370.0,67.0,16.0,0.0,278.0,182.0,4.349372374752875,4.578193736401418,-1.85592436354588,2
RichJo00,S,94,19,0,0.0,6.0,2.0,0.0,106,81.0,25.0,0.0,0.0,30.0,21.0,-1.1705955072059868,0.06112093421754698,-0.243447978357742,0
RichKr20,DB,39,1,0,0.0,2.0,1.0,1.0,54,47.0,7.0,1.0,0.0,0.0,0.0,-2.0375289690617984,-0.4527306350368791,0.14464972483021094,0
RichMi99,DB,22,1,0,0.0,0.0,1.0,0.0,32,28.0,4.0,0.0,0.0,0.0,0.0,-2.3888711145263994,-0.36357106011659096,-0.012705321555408173,0
RobeAm00,DB,14,2,0,0.0,0.0,0.0,0.0,23,17.0,6.0,0.0,0.0,23.0,17.0,-2.4555564444464677,0.17900461929594327,0.056133812804081404,0
RobeCh20,DB,7,0,0,0.0,0.0,0.0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,-2.694285450966639,-0.2902465300989664,0.03357693338965971,0
RobeDa00,DB,69,31,4,0.0,33.0,0.0,0.0,211,189.0,22.0,5.0,1.0,188.0,123.0,0.11103916108860269,3.2334396615449807,-0.22100147778740473,2
RobiDu20,DB,139,128,17,1.0,91.0,7.0,5.5,594,504.0,90.0,26.0,4.0,0.0,0.0,5.582382192794416,-1.5768362726973557,-0.36920913408101685,1
RobiJo01,DB,93,21,5,0.0,15.0,2.0,0.0,182,162.0,20.0,3.0,1.0,2.0,1.0,-0.5856495177593262,-0.6213818920981113,-0.43121924490275626,0
RobiKe02,S,15,0,0,0.0,0.0,0.0,0.0,8,4.0,4.0,0.0,0.0,0.0,0.0,-2.609767746467699,-0.3090410456824616,0.021205903430122616,0
RobiPa99,DB,123,62,16,1.0,83.0,2.0,2.0,338,281.0,57.0,14.0,5.0,53.0,32.0,2.8360282350986696,-0.012979824420981384,-0.8677351171312156,3
RobiRa00,DB,55,25,3,0.0,22.0,2.0,0.0,114,88.0,26.0,0.0,0.0,25.0,21.0,-1.0968776047650781,0.08126480780689568,-0.4544929829435402,0
RobiRa99,DB,29,0,0,0.0,1.0,0.0,0.0,40,31.0,9.0,0.0,0.0,0.0,0.0,-2.3695056518096997,-0.353364979428657,-0.016574137434832357,0
RobiRe00,DB,5,0,0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,-2.6392032971546486,-0.3135275860558132,0.02975928603396759,0
RobiTr02,DB,38,8,2,0.0,4.0,0.0,0.0,89,59.0,30.0,1.0,2.0,0.0,0.0,-1.742083687663253,-0.44114852415640055,0.12696613485827557,0
RobyBr00,DB,106,50,10,3.0,75.0,8.0,5.0,318,284.0,34.0,14.0,4.0,214.0,135.0,3.8049048598857835,2.91859837208143,-0.5215431250164042,2
RochRo00,DB,5,2,1,0.0,3.0,0.0,0.0,11,9.0,2.0,0.0,0.0,19.0,11.0,-2.534452646635025,0.06705877346690067,-0.016026442856420076,0
RodgDo99,DB,162,121,30,6.0,146.0,7.0,2.5,455,396.0,59.0,16.0,4.0,21.0,12.0,6.470345594237069,-1.1523048764933401,-4.1106050345867065,1
RodgIs00,DB,22,1,1,0.0,2.0,0.0,0.0,28,24.0,4.0,1.0,0.0,39.0,24.0,-2.266699093423262,0.41830796929066966,0.012419875119901268,0
RogeCa20,DB,133,123,17,2.0,109.0,5.0,1.0,483,415.0,68.0,14.0,3.0,0.0,0.0,4.321474388802456,-1.178208994899039,-2.2325664834247285,3
RogeJu00,DB,47,8,3,0.0,14.0,0.0,0.0,81,66.0,15.0,3.0,0.0,0.0,0.0,-1.674568706710121,-0.43742480253428206,-0.2569124619969338,0
RollAn20,DB,155,146,26,4.0,71.0,8.0,4.0,837,709.0,128.0,26.0,16.0,0.0,0.0,8.15124715303559,-2.0418850880260586,-0.5178485119919852,1
RollQu00,DB,33,15,3,1.0,16.0,0.0,1.0,91,76.0,15.0,4.0,2.0,0.0,0.0,-1.2303221541528828,-0.5206549697212949,-0.15420785572659745,0
RomaMa20,DB,146,102,6,0.0,46.0,5.0,8.0,561,440.0,121.0,18.0,5.0,0.0,0.0,4.253412054012888,-1.5200959844128015,1.449238226956536,1
RossAa99,DB,83,52,11,2.0,41.0,0.0,2.5,250,201.0,49.0,11.0,8.0,0.0,0.0,1.5221726829697895,-0.9434704892723925,-0.12047897931710572,3
RossDe20,DB,41,9,7,0.0,13.0,1.0,0.0,91,81.0,10.0,2.0,0.0,0.0,0.0,-1.512358836771517,-0.47543158248396594,-0.457799430000746,0
RousAa99,DB,55,26,4,1.0,15.0,0.0,2.0,195,148.0,47.0,7.0,6.0,0.0,0.0,-0.05930768606650043,-0.7403629454671007,0.5229832490525986,0
